parted_4|gaia_source_0|table|jvo|c10|5434
parted_4|gaia_source_1008|table|jvo|c10|5434
parted_4|gaia_source_1020|table|jvo|c10|5434
parted_4|gaia_source_1032|table|jvo|c10|5434
parted_4|gaia_source_1044|table|jvo|c10|5434
parted_4|gaia_source_1056|table|jvo|c10|5434
parted_4|gaia_source_1068|table|jvo|c10|5434
parted_4|gaia_source_108|table|jvo|c10|5434
parted_4|gaia_source_1080|table|jvo|c10|5434
parted_4|gaia_source_1092|table|jvo|c10|5434
parted_4|gaia_source_1104|table|jvo|c10|5434
parted_4|gaia_source_1116|table|jvo|c10|5434
parted_4|gaia_source_1128|table|jvo|c10|5434
parted_4|gaia_source_1140|table|jvo|c10|5434
parted_4|gaia_source_1152|table|jvo|c10|5434
parted_4|gaia_source_1164|table|jvo|c10|5434
parted_4|gaia_source_1176|table|jvo|c10|5434
parted_4|gaia_source_1188|table|jvo|c10|5434
parted_4|gaia_source_12|table|jvo|c10|5434
parted_4|gaia_source_120|table|jvo|c10|5434
parted_4|gaia_source_1200|table|jvo|c10|5434
parted_4|gaia_source_1212|table|jvo|c10|5434
parted_4|gaia_source_1224|table|jvo|c10|5434
parted_4|gaia_source_1236|table|jvo|c10|5434
parted_4|gaia_source_1248|table|jvo|c10|5434
parted_4|gaia_source_1260|table|jvo|c10|5434
parted_4|gaia_source_1272|table|jvo|c10|5434
parted_4|gaia_source_1284|table|jvo|c10|5434
parted_4|gaia_source_1296|table|jvo|c10|5434
parted_4|gaia_source_1308|table|jvo|c10|5434
parted_4|gaia_source_132|table|jvo|c10|5434
parted_4|gaia_source_1320|table|jvo|c10|5434
parted_4|gaia_source_1332|table|jvo|c10|5434
parted_4|gaia_source_1344|table|jvo|c10|5434
parted_4|gaia_source_1356|table|jvo|c10|5434
parted_4|gaia_source_1368|table|jvo|c10|5434
parted_4|gaia_source_1380|table|jvo|c10|5434
parted_4|gaia_source_1392|table|jvo|c10|5434
parted_4|gaia_source_1404|table|jvo|c10|5434
parted_4|gaia_source_1416|table|jvo|c10|5434
parted_4|gaia_source_1428|table|jvo|c10|5434
parted_4|gaia_source_144|table|jvo|c10|5434
parted_4|gaia_source_1440|table|jvo|c10|5434
parted_4|gaia_source_1452|table|jvo|c10|5434
parted_4|gaia_source_1464|table|jvo|c10|5434
parted_4|gaia_source_1476|table|jvo|c10|5434
parted_4|gaia_source_1488|table|jvo|c10|5434
parted_4|gaia_source_1500|table|jvo|c10|5434
parted_4|gaia_source_1512|table|jvo|c10|5434
parted_4|gaia_source_1524|table|jvo|c10|5434
parted_4|gaia_source_1536|table|jvo|c10|5434
parted_4|gaia_source_1548|table|jvo|c10|5434
parted_4|gaia_source_156|table|jvo|c10|5434
parted_4|gaia_source_1560|table|jvo|c10|5434
parted_4|gaia_source_1572|table|jvo|c10|5434
parted_4|gaia_source_1584|table|jvo|c10|5434
parted_4|gaia_source_1596|table|jvo|c10|5434
parted_4|gaia_source_1608|table|jvo|c10|5434
parted_4|gaia_source_1620|table|jvo|c10|5434
parted_4|gaia_source_1632|table|jvo|c10|5434
parted_4|gaia_source_1644|table|jvo|c10|5434
parted_4|gaia_source_1656|table|jvo|c10|5434
parted_4|gaia_source_1668|table|jvo|c10|5434
parted_4|gaia_source_168|table|jvo|c10|5434
parted_4|gaia_source_1680|table|jvo|c10|5434
parted_4|gaia_source_1692|table|jvo|c10|5434
parted_4|gaia_source_1704|table|jvo|c10|5434
parted_4|gaia_source_1716|table|jvo|c10|5434
parted_4|gaia_source_1728|table|jvo|c10|5434
parted_4|gaia_source_1740|table|jvo|c10|5434
parted_4|gaia_source_1752|table|jvo|c10|5434
parted_4|gaia_source_1764|table|jvo|c10|5434
parted_4|gaia_source_1776|table|jvo|c10|5434
parted_4|gaia_source_1788|table|jvo|c10|5434
parted_4|gaia_source_180|table|jvo|c10|5434
parted_4|gaia_source_1800|table|jvo|c10|5434
parted_4|gaia_source_1812|table|jvo|c10|5434
parted_4|gaia_source_1824|table|jvo|c10|5434
parted_4|gaia_source_1836|table|jvo|c10|5434
parted_4|gaia_source_1848|table|jvo|c10|5434
parted_4|gaia_source_1860|table|jvo|c10|5434
parted_4|gaia_source_1872|table|jvo|c10|5434
parted_4|gaia_source_1884|table|jvo|c10|5434
parted_4|gaia_source_1896|table|jvo|c10|5434
parted_4|gaia_source_1908|table|jvo|c10|5434
parted_4|gaia_source_192|table|jvo|c10|5434
parted_4|gaia_source_1920|table|jvo|c10|5434
